KeyLexemes	ConstrIndex	PlaceC	Phrase	Form	Role	ExIndex
разбивать,разбить	8267	2	с тех пор	с + Sgen	длительность	71352
разбивать,разбить	8268	1	после бессонной ночи	после + Sgen	последовательность	71315
разбивать,разбить	12613	1	Сначала	ADV	фаза	71312
разбирать,разбирать,разбирать,разобрать,разобрать,разобрать	8452	1	Там	ADV	место	122984
разбирать,разбирать,разобрать,разобрать	8449	1	В этой части статьи	в + Sloc	место	123057
разбирать,разбирать,разобрать,разобрать	8451	2	мелкими буквами	Sins	способ	123012
разбирать,разбирать,разобрать,разобрать	8451	1	Всё равно	ADV	NULL	123051
разбирать,разбирать,разобрать,разобрать	8452	1	Теперь и	ADVPRO	время	123052
разбирать,разбирать,разобрать,разобрать	8454	1	От одной этой мысли	от + Sgen	причина	122973
разбирать,разобрать	8445	2	к тому времени	к + Sdat	время - предел	123021
разбирать,разобрать	8445	1	К тому времени	к + Sdat	время - предел	123025
разбирать,разобрать	8446	2	с закрытыми глазами	с + Sins	образ действия	122980
разбирать,разобрать	8446	1	потом	ADV	последовательность	123005
разбирать,разобрать	8446	1	Переметив номерами венцы сруба и доски потолочного настила	Vger	предшествующая ситуация	123013
разбирать,разобрать	8446	1	руками	Sins	инструмент	123026
разбирать,разобрать	8446	1	При появлении шума в педалях	при + Sloc	условие	123030
разбирать,разобрать	8446	1	Посвятив целые 2 часа на сие упражнение	Vger	предшествующая ситуация	123042
разбирать,разобрать	8446	1	у трёх домов	у + Sgen	место	123054
разбирать,разобрать	8448	1	потом	ADVPRO	время	122976
разбирать,разобрать	8448	1	Отсюда	ADV	начальная точка	123031
разбирать,разобрать	8449	1	В экспедициях	в + Sloc	место	122968
разбирать,разобрать	8449	1	по порядку	по + Sdat	способ	123048
разбирать,разобрать	8449	1	с марксистской точки зрения	с + Sgen	образ действия	123059
разбирать,разобрать	8451	1	в них	в + Sloc	место	122967
разбирать,разобрать	8451	1	из-за этой чёртовой фанеры	из-за + Sgen	причина	122974
разбирать,разобрать	8451	2	со сна	с + Sgen	причина	122982
разбирать,разобрать	8451	1	без труда	без + Sgen	трудность	122991
разбирать,разобрать	8451	1	Иди	Vimper	сериальная конструкция	123009
разбирать,разобрать	8451	2	за вечер	за + Sacc	срок	123014
разбирать,разобрать	8451	1	Вот и поди	Vimper	сериал.	123016
разбирать,разобрать	8451	1	сразу	ADV	время наступления	123017
разбирать,разобрать	8451	1	одновременно	ADV	одновременность	123019
разбирать,разобрать	8451	2	ещё на процессе Колеватова	на + Sloc 	фоновая ситуация	123027
разбирать,разобрать	8451	1	в котором	в + Sloc	место	123039
разбирать,разобрать	8451	1	после	ADV	последовательность	123047
разбирать,разобрать	8451	1	В последних строчках пергамента	в + Sloc	место	123050
разбирать,разобрать	8451	2	В каше человеческих тел , повозок, лошадей, пушек, ординарцев, извещений, приказов	в + Sloc	стимул	123060
разбирать,разобрать	8451	1	от стона деревьев	от + Sgen	причина	123061
разбирать,разобрать	8452	2	без поллитра	без + Sgen	комитатив	122994
разбирать,разобрать	8452	2	что-то	ADV	причина	123004
разбирать,разобрать	8452	1	Ничего	ADV	степень	123056
разбирать,разобрать	8452	1	в темноте	в + Sloc	причина	123058
разбирать,разобрать	8453	1	сослепу-то никак	ADV	причина	122975
разбирать,разобрать	8453	1	в глубоком подвале	в + Sloc	место	123000
разбирать,разобрать	8453	1	иной раз	Sacc	узуальность	123046
разбирать,разобрать	8453	1	даже в предгрозовом потемнении	в + Sloc	сопутствующая ситуация	123049
разбирать,разобрать	8454	1	почему-то	ADV	причина	122981
разбирать,разобрать	16177	1	здесь	ADV	место	122985
разбить,разбить	16460	1	уже	ADV	NULL	71319
развернуть	18057	2	С помощью особой программы	с + помощью + Sgen	способ	122389
развернуть,развернуть,развернуть,развертывать,развертывать,развертывать,разворачивать,разворачивать,разворачивать	8284	1	Тогда	ADVPRO	следствие	122344
развернуть,развернуть,развертывать,развертывать,разворачивать,разворачивать	8283	1	не заподозрив худого	Vger	деепричастный оборот	122327
развернуть,развернуть,развертывать,развертывать,разворачивать,разворачивать	8283	2	на ветру	на + Sloc 	препятствующая ситуация	122331
развернуть,развернуть,развертывать,развертывать,разворачивать,разворачивать	8284	1	с треском	с + Sins	звук	122342
развернуть,развернуть,развертывать,развертывать,разворачивать,разворачивать	8285	1	решительно и весело	ADV	эмоция	122369
развернуть,развернуть,развертывать,развертывать,разворачивать,разворачивать	8290	2	только что	Sacc	время	122333
развернуть,развернуть,развертывать,развертывать,разворачивать,разворачивать	8290	1	у нас	NULL	NULL	122410
развернуть,развернуть,развертывать,развертывать,разворачивать,разворачивать	8292	1	Реализуя программу создания системы ПРО	Vger	деепричастный оборот	122315
развернуть,развернуть,развертывать,развертывать,разворачивать,разворачивать	18034	1	обвисая на костылях	Vger	положение тела	122399
развернуть,развертывать,разворачивать	8283	2	ни разу	NULL	узуальность	122334
развернуть,развертывать,разворачивать	8283	1	пожирая своего шефа глазами	Vger	деепричастный оборот	122348
развернуть,развертывать,разворачивать	8283	1	не без гордости	без + Sgen	эмоция	122350
развернуть,развертывать,разворачивать	8283	2	Рядом	ADV	место	122362
развернуть,развертывать,разворачивать	8283	1	Широко	ADV	размер	122365
развернуть,развертывать,разворачивать	8283	1	когда	CONJ	время	122381
развернуть,развертывать,разворачивать	8283	1	быстро	ADV	скорость	122406
развернуть,развертывать,разворачивать	8285	1	на втором блокпосту	на + Sloc 	место	122378
развернуть,развертывать,разворачивать	8287	1	почему-то	ADVPRO	причина	122328
развернуть,развертывать,разворачивать	8289	1	уже в мирное время	в + Sacc	время	122320
развернуть,развертывать,разворачивать	8290	1	Во всех крымских гостиницах и около них	в + Sloc	место	122314
развернуть,развертывать,разворачивать	8290	1	затем	ADVPRO	предшествующая ситуация	122316
развернуть,развертывать,разворачивать	8290	1	на страницах " Витрины"	NULL	NULL	122319
развернуть,развертывать,разворачивать	8290	1	в ближайшее время	в + Sacc	время	122324
развернуть,развертывать,разворачивать	8290	1	Смирившись с потерей конструкторского таланта	Vger	деепричастный оборот	122372
развернуть,развертывать,разворачивать	8290	1	Сразу же после нашего выступления в Ботаническом саду	после + Sgen	предшествующая ситуация	122379
развернуть,развертывать,разворачивать	8290	1	начиная с 1926 г.	Vger	время - исходная точка	122382
развернуть,развертывать,разворачивать	8291	1	в ближайшей перспективе	в + Sloc	время	122322
развернуть,развертывать,разворачивать	8291	2	в течение двух недель	в + течение + Sgen	длительность	122377
развернуть,развертывать,разворачивать	8293	1	ещё шире	ADVcomp	размер	122336
развернуть,развертывать,разворачивать	8293	1	по линии фронта на ширину ступни	NULL	NULL	122373
развернуть,развертывать,разворачивать	8293	1	где	PRAEDIC	место	122392
развернуть,развертывать,разворачивать	18034	1	уже в самолёте	в + Sloc	место	122326
развернуть,развертывать,разворачивать	18034	1	с шуршанием	с + Sins	звук	122332
развернуть,развертывать,разворачивать	18034	1	только на дороге	на + Sloc 	время / место	122343
развернуть,развертывать,разворачивать	18034	1	В день приезда из Саратова	в + Sacc	время	122352
развернуть,развертывать,разворачивать	18034	1	Сопя	Vger	деепричастный оборот	122370
развернуть,развертывать,разворачивать	18034	1	бережно	ADV	образ действия	122375
развернуть,развертывать,разворачивать	18052	1	только за 5 месяцев до выборов в Государственную думу	NULL	время - исходная точка	122325
развернуть,развертывать,разворачивать	18052	1	показывая , какие плюсы получат от этого американцы	Vger	деепричастный оборот	122371
развернуть,развертывать,разворачивать	18052	2	впоследствии	NULL	NULL	122374
развернуть,развертывать,разворачивать	18054	2	по желанию	по + Sdat	воля	122317
развернуть,развертывать,разворачивать	18055	1	слегка	ADV	степень	122354
развернуть,развертывать,разворачивать	18055	1	Обнимая за плечо	Vger	деепричастный оборот	122357
развернуть,развертывать,разворачивать	18056	1	Впервые	ADV	узуальность	122318
развернуть,развертывать,разворачивать	18058	1	став в строй выйдет из удушливой атмосферы политики	Vger	деепричастный оборот	122402
развернуть,развертывать,разворачивать	18060	2	На сто восемьдесят градусов	NULL	NULL	122337
развернуться	13237	1	при погружении её в сюжетное пространство романных замыслов	при + Sloc	одновременность	104563
развернуться	13239	1	только что	ADV	время	104544
развернуться	13239	1	вполне	ADV	степень	104545
развернуться	13239	1	лихо	ADV	образ действия	104581
развернуться	13240	1	очень легко	ADV	образ действия	104543
развернуться	13243	1	почему	ADV	причина	104515
развернуться	13244	1	Сразу после Большого Взрыва	после + Sgen	время	104564
развернуться,развернуться	13239	1	у него	у + Sgen	посессор	104571
развернуться,развернуться	13240	1	доверчиво	ADV	образ действия	104547
развернуться,развернуться	13241	1	так	ADV	образ действия	104538
развернуться,развернуться	13244	1	поначалу	ADV		104525
развернуться,развернуться	13244	1	широко и ярко	ADV	степень	104574
развернуться,развернуться	13246	1	теперь	ADVPRO	время	104536
развернуться,развернуться,развернуться,разворачиваться,разворачиваться,разворачиваться	8295	1	как солдат на параде	как + Sx	сравнение	104501
развернуться,развернуться,развернуться,разворачиваться,разворачиваться,разворачиваться	8295	1	На этих словах	на + Sloc 	фаза	104526
развернуться,развернуться,развернуться,разворачиваться,разворачиваться,разворачиваться	8295	1	После награждения	после + Sgen	последовательность	104559
развернуться,развернуться,развернуться,разворачиваться,разворачиваться,разворачиваться	8304	1	будучи истинным инженером и беззаветным работягой	Vger	мотивировка	104537
развернуться,развернуться,разворачиваться,разворачиваться	8294	1	одновременно	ADV	одновременность	104582
развернуться,развернуться,разворачиваться,разворачиваться	8295	1	вдруг	ADV	неожиданность	104474
развернуться,развернуться,разворачиваться,разворачиваться	8295	1	резко	ADV	частота	104489
развернуться,развернуться,разворачиваться,разворачиваться	8295	1	В это время	в + Sacc	время	104527
развернуться,развернуться,разворачиваться,разворачиваться	8295	1	потом	ADV	последовательность	104553
развернуться,развернуться,разворачиваться,разворачиваться	8295	1	в ней	в + Sloc	место	104561
развернуться,развернуться,разворачиваться,разворачиваться	8301	1	Под взрывы пластидовых бомб чеченских камикадзе " футбольные шалости " олигархов, внутрикремлевские игры в демократию и" единопартийную Россию "	под + Sacc	одновременность	104485
развернуться,развернуться,разворачиваться,разворачиваться	8301	1	как	ADV	образ действия	104502
развернуться,развернуться,разворачиваться,разворачиваться	8301	1	по-настоящему	ADV	точность	104505
развернуться,развернуться,разворачиваться,разворачиваться	8301	1	в 60-е	в + Sacc	время	104556
развернуться,развернуться,разворачиваться,разворачиваться	8301	1	Вскоре	ADV	время	104560
развернуться,развернуться,разворачиваться,разворачиваться	8301	1	в связи с этой задачей , возникающей в ходе решения задачи волнового уравнения , выражающего малые колебания упругой струны	в + связи + с + Sins	причина	104562
развернуться,развернуться,разворачиваться,разворачиваться	8301	1	у нас	у + Sgen	посессор	104584
развернуться,развернуться,разворачиваться,разворачиваться	8301	1	если эти задачи будут выполнены нами	CL	условие	104585
развернуться,развернуться,разворачиваться,разворачиваться	8303	1	Среди этой глубокой тишины	среди + Sgen		104569
развернуться,развернуться,разворачиваться,разворачиваться	8304	1	на них	на + Sacc	фоновая ситуация	104486
развернуться,развернуться,разворачиваться,разворачиваться	8304	1	Нигде	ADV	место	104518
развернуться,развернуться,разворачиваться,разворачиваться	8304	1	сейчас	ADV	время	104528
развернуться,развернуться,разворачиваться,разворачиваться	8305	1	как	ADV	образ действия	104476
развернуться,разворачиваться	8295	1	тут же	ADVPRO	одновременность	104498
развернуться,разворачиваться	8295	1	потом	ADV	последовательность	104500
развернуться,разворачиваться	8295	1	тут	ADVPRO	дискурс	104504
развернуться,разворачиваться	8295	1	молча	Vger	образ действия	104510
развернуться,разворачиваться	8295	1	Как только я вышел из их машины	как + только + CL	последовательность	104511
развернуться,разворачиваться	8295	1	чтоб ехать назад, до Михелева	чтобы + Vinf	цель	104513
развернуться,разворачиваться	8295	1	на четвёртом	на + Sloc 	место	104535
развернуться,разворачиваться	8296	1	тут	ADV	дискурс	104487
развернуться,разворачиваться	8296	1	Потом	ADV	последовательность	104495
развернуться,разворачиваться	8301	1	в Барнауле	в + Sloc	место	104473
развернуться,разворачиваться	8301	1	Озорно	ADV	оценка	104479
развернуться,разворачиваться	8301	1	в СССР	в + Sloc	место	104480
развернуться,разворачиваться	8301	1	с того времени	с + Sgen	длительность	104481
развернуться,разворачиваться	8301	1	только в Internet	в + Sloc	место	104482
развернуться,разворачиваться	8301	2	на наших глазах	на + Sloc 	часть субъекта восприятия	104483
развернуться,разворачиваться	8301	1	как	ADV	образ действия	104503
развернуться,разворачиваться	8301	1	Во всём мире	в + Sloc	место	104517
развернуться,разворачиваться	8301	1	на громадной территории	на + Sloc 	место	104523
развернуться,разворачиваться	8301	1	в скором времени	в + Sloc	время	104551
развернуться,разворачиваться	8301	1	Уже потом	ADV	время	104557
развернуться,разворачиваться	8301	1	в I веке до Р . Х.	в + Sloc	время	104566
развернуться,разворачиваться	8301	1	как движение , идущее снизу	как + Sx	сравнение	104583
развернуться,разворачиваться	8303	1	при помощи этой анкеты	при + Sloc	средство	104491
развернуться,разворачиваться	8303	1	снова	ADV	узуальность	104576
развернуться,разворачиваться	8303	1	с которой	с + Sins	образ действия	104578
развернуться,разворачиваться	8304	1	где	ADV	место	104514
развернуться,разворачиваться	8304	1	Тут	ADVPRO	дискурс	104516
развернуться,разворачиваться	8304	1	Тут	ADVPRO	дискурс	104519
развернуться,разворачиваться	8304	2	во всю мощь	в + Sacc	степень	104529
развернуться,разворачиваться	8304	2	здесь	ADV	место	104575
развернуться,разворачиваться	8305	1	в нашем дворе	в + Sloc	место	104488
развернуться,разворачиваться	8305	1	во время этого несчастного спектакля	в + Sacc	время	104496
развернуться,разворачиваться	8305	1	в I веке до Р . Х.	в + Sloc	время	104567
разглядеть	8339	2	сквозь которые	NULL	NULL	122513
разглядеть	8339	1	в« Бесах »	NULL	NULL	122514
разглядеть	8339	1	уже тогда	NULL	NULL	122516
разглядеть	8339	2	через них	NULL	NULL	122518
разглядеть	8339	2	Только здесь, на земле	NULL	NULL	122522
разглядеть	8339	2	сквозь тёмные стёкла	NULL	NULL	122526
разглядеть	8339	1	потом	NULL	NULL	122528
разглядеть	8339	1	Вряд ли	NULL	NULL	122529
разглядеть	8339	2	в короткое мгновение,	NULL	NULL	122530
разглядеть	8339	2	на которой	NULL	NULL	122531
разглядеть	8339	1	со сцены	NULL	NULL	122534
разглядеть	8339	2	В пыльном и мрачном помещении сортировки	NULL	NULL	122536
разглядеть	8339	1	на нём	NULL	NULL	122539
разглядеть	8339	1	со всех сторон,	NULL	NULL	122542
разглядеть	8339	1	как следует	NULL	NULL	122544
разглядеть	8339	1	как следует.	NULL	NULL	122545
разглядеть	8339	1	лицом к лицу	NULL	NULL	122549
разглядеть	8339	2	Никак	NULL	NULL	122550
разглядеть	8339	1	хорошенько	NULL	NULL	122551
разглядеть	8339	1	лучше	NULL	NULL	122554
разглядеть	8339	2	отсюда	NULL	NULL	122555
разглядеть	8339	1	через запотевшее окно	NULL	NULL	122556
разглядеть	8339	2	как золотую звезду над лесом	NULL	NULL	122561
разглядеть	8339	2	в окнах шестого этажа	NULL	NULL	122562
разглядеть	8339	2	хоть	NULL	NULL	122565
разглядеть	8339	2	даже	NULL	NULL	122567
разглядеть	8339	1	как следует	NULL	NULL	122571
разглядеть	8339	2	ещё	NULL	NULL	122572
разглядеть	8339	1	как следует	NULL	NULL	122574
разглядеть	8339	1	наконец-то	NULL	NULL	122575
разглядеть	8339	1	в ней	NULL	NULL	122585
разглядеть	8339	2	с таким вниманием и любопытством , какого даже и не запомню	NULL	NULL	122587
разглядеть	8339	2	При свете фонаря	NULL	NULL	122590
разглядеть	8339	1	едва	NULL	NULL	122591
разглядеть	8339	2	быстро	NULL	NULL	122594
разглядеть	8339	1	только тогда	NULL	NULL	122595
разглядеть	8339	2	хорошо	NULL	NULL	122597
разглядеть	8339	1	хорошо	NULL	NULL	122601
разглядеть	8340	1	только сейчас	NULL	NULL	122543
разглядеть	8340	1	тут	NULL	NULL	122570
разглядеть	8341	2	только при дневном свете	NULL	NULL	122581
разглядеть,разглядеть	8339	2	ясно	NULL	NULL	122535
разглядеть,разглядеть	8339	1	Наутро	NULL	NULL	122541
разглядеть,разглядеть	8339	1	Наконец	NULL	NULL	122559
разглядеть,разглядеть	8339	2	Отсюда	NULL	NULL	122579
разглядеть,разглядеть	8339	1	как следует.	NULL	NULL	122592
разглядеть,разглядеть	8339	1	отчётливо	NULL	NULL	122596
разглядеть,разглядеть	8339	1	внимательно	NULL	NULL	122600
разглядеть,разглядеть,разглядеть	8339	1	Вот так	NULL	NULL	122583
разобрать	16213	1	На манер чеховских сестёр, мечтавших о несбыточной Москве	на + Sacc	сравнение	122977
разобрать	16213	1	по порядку	по + Sdat	образ действия	123037
разрешать,разрешать,разрешить,разрешить	8506	1	разом	ADV	время наступления	29542
разрешать,разрешить	8502	1	мне	Sdat	адресат	29559
разрешать,разрешить	8502	2	мне	Sdat	адресат	29566
разрешать,разрешить	8502	1	по научному вопросу	по + Sdat	предмет мысли	29590
разрешать,разрешить	8503	1	от олигархов	от + Sgen		29524
разрешать,разрешить	8503	1	сколько захотят	Sacc	длительность	29526
разрешать,разрешить	8503	1	только один раз	Sacc	узуальность	29557
разрешать,разрешить	8503	1	После операции	после + Sgen	последовательность	29561
разрешать,разрешить	8503	1	с ходу	с + Sgen	скорость	29592
разрешать,разрешить	8503	1	на пару дней	на + Sacc	срок	29594
разрешать,разрешить	8503	1	дома	ADV	место	29595
разрешать,разрешить	8506	1	малой кровью	Sins	способ	29527
разрешать,разрешить	8506	1	сама по себе	APRO	самостоятельность	29555
разрешать,разрешить	8506	1	сам с собой	APRO	комитатив	29581
разрешать,разрешить	8506	1	как-то	ADV	степень	29600
разрешать,разрешить	14276	1	во всех остальных	в + Sloc	место	29517
разрешать,разрешить	14276	1	не так давно	ADV	длительность	29549
разрешать,разрешить	14276	1	на здешнем пруду	на + Sloc 	место	29582
разрешать,разрешить	14276	1	в обычные дни	в + Sacc	время	29601
разрешить	11554	2	в России	в + Sloc	место	29516
разрушать,разрушать,разрушить,разрушить	8507	1	В сорок третьем году	в + Sloc	время	123184
разрушать,разрушить	8507	1	В 1992 году	в + Sloc	время	123167
разрушать,разрушить	8507	1	Тогда	ADV	время	123199
разрушать,разрушить	8507	1	в те дни , когда вдруг просыпалась Этна	в + Sacc	время	123211
разрушать,разрушить	8507	1	совсем	ADV	степень	123213
разрушать,разрушить	8507	1	бессмысленно	ADV	оценка	123218
разрушать,разрушить	8507	1	у них	у + Sgen	посессор	123226
разрушать,разрушить	8507	1	к чёртовой матери	к + Sdat	степень	123230
разрушать,разрушить	8509	1	скоро	ADV	время	123238
разрушать,разрушить	8510	2	чуть было	ADV	точность	123189
разрушать,разрушить	8510	1	собственными руками	Sins	инструмент	123190
разрушать,разрушить	8510	1	напрочь	ADV	степень	123191
разрушать,разрушить	8510	2	в себе	в + Sloc	место	123205
разрушать,разрушить	8510	1	на тестовой машине " Диалогнауки "	на + Sloc 	место	123229
разрушать,разрушить	8510	1	мигом	Sins	скорость	123251
разрушать,разрушить	8510	4	совсем	ADV	степень	123253
рассердиться,рассердиться,сердиться,сердиться	9086	1	никогда	ADV	узуальность	124825
рассердиться,рассердиться,сердиться,сердиться	14125	1	всегда	ADV	узуальность	124882
рассердиться,сердиться	9085	1	слегка	ADV	степень	124819
рассердиться,сердиться	9085	1	Ради бога,	ради + Sgen	цель	124820
рассердиться,сердиться	9085	1	ужасно	ADV	степень	124821
рассердиться,сердиться	9085	1	отчего-то	ADV	причина	124822
рассердиться,сердиться	9085	1	это верно	PARENTH	точность	124824
рассердиться,сердиться	9085	1	очень	ADV	степень	124836
рассердиться,сердиться	9085	1	не очень	ADV	степень	124859
рассердиться,сердиться	9085	1	часто	ADV	частота	124893
рассердиться,сердиться	9085	1	тогда	ADV	время	124901
рассердиться,сердиться	9085	1	когда	ADVPRO	время	124908
рассердиться,сердиться	9086	2	сразу же	ADV	одновременность	124816
рассердиться,сердиться	9086	1	серьёзно	ADV	степень	124823
рассердиться,сердиться	9086	2	нисколько	ADV	степень	124853
рассердиться,сердиться	9086	1	долго	ADV	длительность	124863
рассердиться,сердиться	9086	1	вновь	ADV	узуальность	124875
рассердиться,сердиться	9086	2	без причины	без + Sgen	причина	124890
рассердиться,сердиться	9086	1	только что	ADV	время	124895
рассказать,рассказать,рассказывать,рассказывать	8609	1	здесь	ADV	место	71685
рассказать,рассказывать	8609	1	Со 2 по 20 декабря	с + Sgen по + Sacc	время	71599
рассказать,рассказывать	8609	1	Потом	ADV	последовательность	71683
рассказать,рассказывать	8612	1	со смехом	с + Sins	образ действия	71664
рассказать,рассказывать	8612	1	сначала	ADV	порядок	71686
расстраивать,расстраивать,расстроить,расстроить	8634	1	сегодня	ADV	время	94327
расстраивать,расстраивать,расстроить,расстроить	8634	1	сейчас	ADV	время	94359
расстраивать,расстраивать,расстроить,расстроить	8635	1	Вчера	ADV	время	94387
расстраивать,расстроить	8633	1	несколько	ADV	степень	94399
расстраивать,расстроить	8633	1	совсем	ADV	степень	94406
расстраивать,расстроить	8634	1	окончательно	ADV	результат	94318
расстраивать,расстроить	8634	2	сегодня	ADV	время	94319
расстраивать,расстроить	8634	1	очень	ADV	степень	94321
расстраивать,расстроить	8634	1	здорово	ADV	степень	94323
расстраивать,расстроить	8634	1	очень	ADV	степень	94338
расстраивать,расстроить	8634	1	так	ADV	степень	94344
расстраивать,расстроить	8634	1	совсем	ADV	степень	94345
расстраивать,расстроить	8634	1	очень	ADV	степень	94349
расстраивать,расстроить	8634	1	страшно	ADV	степень	94352
расстраивать,расстроить	8634	1	Сильно	ADV	степень	94355
расстраивать,расстроить	8634	1	сильно	ADV	степень	94373
расстраивать,расстроить	8634	1	очень	ADV	степень	94385
расстраивать,расстроить	8634	1	немного	ADV	степень	94386
расстраивать,расстроить	8634	2	особенно сильно	ADV	степень	94388
расстраивать,расстроить	8634	1	совершенно	ADV	степень	94391
расстраивать,расстроить	8634	1	Совершенно	ADV	степень	94392
расстраивать,расстроить	8634	1	психически	ADV	аспект	94393
расстраивать,расстроить	8634	1	чрезвычайно	ADV	степень	94401
расстраивать,расстроить	8634	1	совершенно	ADV	степень	94403
расстраивать,расстроить	8635	1	очень	ADV	степень	94324
расстраивать,расстроить	8636	1	частию	Sins	степень	94367
расстраивать,расстроить	8636	1	под Бородиным	под + Sins	место	94368
расстраивать,расстроить	8636	1	в шесть дней	в + Sacc	время	94369
расстраивать,расстроить	8636	1	так	ADV	степень	94377
расстраивать,расстроить	8636	1	несколько	ADV	степень	94398
расстраивать,расстроить	8636	1	крайне	ADV	степень	94404
расстраивать,расстроить	8636	1	немного	ADV	степень	94405
рассчитать	14143	1	хорошо	ADV	оценка	123637
рассчитать,рассчитать,рассчитывать,рассчитывать	12757	1	при реализации продукции	при + Sloc	одновременность	71899
рассчитать,рассчитать,рассчитывать,рассчитывать	12757	1	всегда	ADV	узуальность	71977
рассчитать,рассчитывать	12757	1	В течение полувека	в + течение + Sgen	длительность	71928
рассчитывать	8648	1	При надлежащем усердии	при + Sloc	условие	71897
рассчитывать	8648	1	Не особо	ADV	степень	71901
рассчитывать	8648	1	В этой работе	в + Sloc	место	71903
рассчитывать	8648	2	Вполне обоснованно	ADV	основание	71906
рассчитывать	8648	2	ещё пять-семь лет назад	Sacc	время	71912
рассчитывать	8648	1	в этом году	в + Sloc	время	71916
рассчитывать	8648	1	Всё	PART	длительность	71918
рассчитывать	8648	1	необоснованно	ADV	основание	71923
рассчитывать	8648	1	сейчас	ADV	время	71925
рассчитывать	8648	1	серьёзно	ADV	точность	71927
рассчитывать	8648	1	в Солт-Лейке	в + Sloc	место	71951
рассчитывать	8648	1	перед началом сезона	перед + Sins	время	71952
рассчитывать	8648	1	логично	ADV	оценка	71955
рассчитывать	8648	2	всерьёз	ADV	степень	71956
рассчитывать	8648	1	давно	ADV	время	71958
рассчитывать	8648	1	не особенно	ADV	степень	71966
рассчитывать	8648	1	всерьёз	ADV	степень	71973
рассчитывать	8648	2	На дневном отделении	на + Sloc 	место	71978
рассчитывать	8648	2	никак	ADV	степень	71987
рассчитывать	8648	1	около линии	около + Sgen	место	71995
рассчитывать	8649	1	в BEA	в + Sloc	место	71902
рассчитывать	8649	1	явно	ADV	точность	71913
рассчитывать	8649	1	в какие сроки	в + Sacc	срок	71968
рассчитывать	8649	1	обычно	ADV	узуальность	71983
рассчитывать	8649	1	на время её визита	на + Sacc	срок	71992
рассчитывать	8649	1	К этому времени	к + Sdat	время - предел	71996
рассчитывать	8650	1	В Sun	в + Sloc	место	71900
рассчитывать	8650	1	вообще-то	PARENTH	дискурс	71930
рассчитывать	12790	1	до сих пор	до + Sgen	длительность - предел	71932
рассчитывать,рассчитывать	8648	2	С такой скоростью	с + Sins	причина	71949
расти	8685	1	как сныть	как + Snom	сравнение	72052
расти	8685	1	как какие-нибудь кактусы	как + Snom	сравнение	72079
резать	8748	1	на всю верёвочку	на + Sacc	охват	123879
резать	8748	2	прямо на столе	на + Sloc 	место	123882
резать	8748	1	снова	ADV	узуальность	123886
резать	8748	1	у меня	у + Sgen	место	123902
резать	8748	2	после заквашивания	после + Sgen	предшествующая ситуация	123914
резать	8748	1	Там	ADV	место	123943
резать	8749	1	невнимательно	ADV	образ действия	123922
резать	8751	2	медленно	ADV	скорость	123877
резать	8754	1	далеко, у того берега	ADV	расстояние	123910
резать	8754	1	дружно	ADV	интенсивность	123964
резать	8759	2	в Москве	в + Sloc	место	123918
резать	8759	1	как всегда	ADV	узуальность	123944
резать	8770	2	уже	ADV	NULL	123917
резать	8770	1	так	ADV	способ	123963
резать	16336	1	на кухонном столе	на + Sloc 	место	123927
резать	16339	1	вот так	ADV	способ	123897
резать,резать	8748	1	Так	ADV	способ	123875
родить	8823	1	Перед зарёй	перед + Sins	время	72216
родить,рожать	8820	1	вне брака	вне + Sgen	фоновая ситуация	72197
родить,рожать	8820	1	назло вам	ADV	цель	72206
родить,рожать	8820	1	с вечным разладом души	с + Sins	депиктив	72211
родить,рожать	8820	1	месяца через два	через + Sacc	время	72212
родиться,родиться,рождаться,рождаться	8825	1	потом	ADV	последовательность	72307
родиться,рождаться	8825	1	Затем	ADV	последовательность	72313
рубить	8846	1	мелко	ADV	результат	104665
рубить	8848	1	когда был дома	когда + CL	время	104626
рубить	8848	2	уж на третий день пьянства	на + Sacc	время	104686
рубить	8848	2	Внизу	ADV	место	104687
рубить	8851	2	по кускам	по + Sdat	образ действия	104588
рубить	8851	2	чтоб они не трогали наших девушек	чтобы + CL	цель	104617
рубить	8851	2	в один приём , а не в несколько	в + Sacc	способ	104628
рубить	8851	2	до самой головы	до + Sgen	предел	104658
рубить	8851	2	вооружившись топором	Vger	способ	104680
рубить	13904	1	всё	PART	длительность	104602
рубить	13904	1	направо и налево	ADV	интенсивность	104612
рубить	13904	2	тебе	ADV	бенефициант	104655
рубить	13911	1	сплеча	ADV	интенсивность	104604
рубить	13911	2	резко и решительно	ADV	образ действия	104615
рубить	13911	1	жёстко	ADV	образ действия	104656
рубить	14039	1	у вас	у + Sgen	посессор	104644
рубить	14040	1	сразу	ADV	одновременность	104659
рубить	14042	2	вот так сплеча	ADV	интенсивность	104589
рубить	14042	1	теперь	ADVPRO	время	104591
рубить	14042	1	потом	ADV	последовательность	104598
рубить	14043	2	резко	ADV	частота	104678
рубить	14044	2	с плеча	с + Sgen	степень	104661
рубить,рубить	8846	2	так и	PART	усиление	104601
рубить,рубить	8846	1	тотчас же	ADV	одновременность	104654
рубить,рубить	8851	1	У нас в России	у + Sgen	место	104590
рубить,рубить	13904	1	потом	ADV	последовательность	104609
рубить,рубить	14042	1	сперва робея , потом привыкая	Vger	сопутствующая ситуация	104627
рубить,рубить,рубить	14044	1	так без опасений, свободно	ADV	образ действия	104630
